@relation 'train1_data-weka.filters.unsupervised.attribute.Remove-R1-2,13-weka.filters.unsupervised.attribute.Remove-R1,5-6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Engine {'998 CC','1582 CC','1199 CC','1248 CC','1968 CC','814 CC','1461 CC','2755 CC','1598 CC','1462 CC','1497 CC','2179 CC','2477 CC','1498 CC','2143 CC','1995 CC','1984 CC','1197 CC','2494 CC','1798 CC','2696 CC','2698 CC','1061 CC','1198 CC','2987 CC','796 CC','624 CC','1999 CC','1991 CC','2694 CC','1120 CC','2498 CC','799 CC','2393 CC','1399 CC','1796 CC','2148 CC','1396 CC','1950 CC','4806 CC','1998 CC','1086 CC','1193 CC','2982 CC','1493 CC','2967 CC','2993 CC','1196 CC','1799 CC','2497 CC','2354 CC','1373 CC','2996 CC','1591 CC','2894 CC','5461 CC','1595 CC','936 CC','1997 CC',0,'1896 CC','1390 CC','1364 CC','2199 CC','993 CC','999 CC','1405 CC','2956 CC','1794 CC','995 CC','2496 CC','1599 CC','2400 CC','1495 CC','2523 CC','793 CC','4134 CC','1596 CC','1395 CC','2953 CC','1586 CC','2362 CC','1496 CC','1368 CC','1298 CC','1956 CC','1299 CC','3498 CC','2835 CC','1150 CC','3198 CC','1343 CC','1499 CC','1186 CC','1590 CC','2609 CC','2499 CC','2446 CC','1978 CC','2360 CC','3436 CC','2198 CC','4367 CC','2706 CC','1422 CC','2979 CC','1969 CC','1489 CC','2489 CC','1242 CC','1388 CC','1172 CC','2495 CC','1194 CC','3200 CC','1781 CC','1341 CC','2773 CC','3597 CC','1985 CC','2147 CC','1047 CC','2999 CC','2995 CC','2997 CC','1948 CC','2359 CC','4395 CC','2349 CC','2720 CC','1468 CC','3197 CC','2487 CC','1597 CC','2771 CC','72 CC','4951 CC','970 CC','2925 CC','2200 CC','5000 CC','2149 CC','5998 CC','2092 CC','5204 CC','2112 CC','1797 CC'}
@attribute Seats numeric
@attribute Price numeric

@data
2012,74000,Diesel,'1248 CC',5,4.25
2018,28937,Diesel,'1956 CC',5,17.02
2012,82085,Diesel,'1248 CC',7,6.5
2011,68465,Petrol,'1196 CC',5,2.95
2013,63854,Diesel,'1364 CC',5,7.12
2018,3000,Diesel,'1248 CC',5,11.25
2009,65055,Petrol,'1497 CC',5,2.75
2015,120000,Diesel,'2179 CC',7,12
2014,64241,Petrol,'1197 CC',5,3.67
2001,121000,Diesel,'2148 CC',5,5
2008,2200,Petrol,'1390 CC',5,2.3
2008,88123,Diesel,'1896 CC',5,2.2
2014,79000,Diesel,'2987 CC',7,41
2016,28143,Diesel,'1995 CC',5,28.5
2015,23001,Petrol,'1598 CC',5,5.49
2013,82002,Diesel,'1968 CC',5,17.5
2009,75000,Diesel,'1399 CC',5,1.99
2016,37451,Diesel,'1582 CC',5,6.64
2017,67000,Diesel,'2393 CC',7,16.5
2016,25000,Petrol,'1197 CC',5,5
2017,12000,Petrol,'1198 CC',5,5.4
2017,25000,Petrol,'799 CC',5,2.99
2011,95936,Petrol,'1497 CC',5,4.1
2018,5354,Petrol,'1197 CC',5,6.76
2016,42000,Petrol,'999 CC',5,5.5
2014,44282,Diesel,'1248 CC',5,5.99
2012,70000,Diesel,'1461 CC',5,2.59
2013,31400,Diesel,'2179 CC',5,26.75
2016,50000,Diesel,'1248 CC',5,8.5
2011,53000,Diesel,'1968 CC',5,23
2014,21727,Petrol,'1196 CC',5,3.35
2012,43000,Diesel,'2199 CC',7,10.75
2013,75000,Diesel,'2179 CC',8,6.29
2014,73557,Diesel,'1461 CC',5,7.75
2012,44555,Diesel,'1968 CC',5,13.5
2013,54885,Petrol,'1196 CC',7,3.75
2011,76000,Diesel,'2498 CC',7,3.75
2006,101000,Petrol,'998 CC',5,1.5
2005,66000,Petrol,'1061 CC',5,1.45
2013,84360,Petrol,'1586 CC',5,4.12
2016,25121,Diesel,'2393 CC',7,17.11
2015,100000,Diesel,'2494 CC',7,10.25
2011,66035,Diesel,'1199 CC',5,2.49
2015,190000,Petrol,'1496 CC',5,3.85
2014,85670,Diesel,'1498 CC',5,6.25
2015,35000,Diesel,'1120 CC',5,4.88
2016,8000,Petrol,'1497 CC',5,9.45
2007,162000,Diesel,'2494 CC',8,4.8
2012,60000,Petrol,'814 CC',5,1.99
2010,70600,Petrol,'1197 CC',5,2.8
2011,25000,Petrol,'1796 CC',5,22
2012,75000,Diesel,'2523 CC',7,4.3
2014,85071,Diesel,'1968 CC',5,9.75
2015,40000,Petrol,'1197 CC',5,5.9
2013,67000,Diesel,'1968 CC',5,14.5
2009,55000,Diesel,'1399 CC',5,2.4
2008,62000,Petrol,'1586 CC',5,2.11
2017,22526,Petrol,'1197 CC',5,7.6
2012,57788,Petrol,'1197 CC',5,3.6
2013,72000,Diesel,'2179 CC',8,6
2014,83128,Diesel,'2179 CC',7,7.45
2011,75000,Petrol,'796 CC',5,2.1
2013,58000,Diesel,'1461 CC',5,5.2
2009,26000,Diesel,'2498 CC',6,6.99
2017,1000,Petrol,'1197 CC',5,6.36
2015,59751,Diesel,'2494 CC',7,11.62
2015,29966,Diesel,'2993 CC',5,43.6
2009,65000,Diesel,'1991 CC',5,4.9
2015,75863,Diesel,'1461 CC',5,6.7
2013,54000,CNG,'998 CC',5,3.05
2014,24000,Diesel,'1968 CC',5,25
2018,33218,Diesel,'1956 CC',5,19.05
2015,33425,Petrol,'1396 CC',5,4.5
2013,47000,Petrol,'1198 CC',5,4.15
2015,41000,Diesel,'1582 CC',5,11.9
2011,62000,Petrol,'1086 CC',5,2.1
2016,47035,Diesel,'1493 CC',7,6.95
2008,56230,Petrol,'1298 CC',5,2.4
2007,55000,Petrol,'1495 CC',5,2.65
2014,70669,Diesel,'2179 CC',7,9
2012,69000,Petrol,'998 CC',5,2.1
2011,65000,Petrol,'1199 CC',5,2.5
2009,30000,Diesel,'2698 CC',5,8.95
2017,2000,Diesel,'1496 CC',5,34
2011,24255,Petrol,0,0,3.15
2015,40000,Petrol,'1193 CC',5,4
2014,40000,Diesel,'1498 CC',5,4.45
2010,26000,Petrol,'1199 CC',5,1.5
2011,105000,Diesel,'1968 CC',5,14.5
2015,2800,Diesel,'1498 CC',5,8.41
2014,71000,Diesel,'1582 CC',5,5.45
2015,32896,Petrol,'1497 CC',5,8.9
2012,45000,Petrol,'1197 CC',5,3.65
2015,65000,Diesel,'1995 CC',5,29
2013,45200,Diesel,'1968 CC',5,13.5
2008,82167,Petrol,'2354 CC',5,5.4
2016,37429,Petrol,'1197 CC',5,5.89
2016,46000,Diesel,'1248 CC',5,8.45
2011,67031,Petrol,'1497 CC',5,4
2013,30000,Diesel,'2993 CC',4,45
2016,47691,Petrol,'998 CC',5,3.94
2011,32531,Diesel,'1995 CC',5,8
2013,71336,Diesel,'1399 CC',5,4.1
2006,196000,Diesel,'2494 CC',7,6.25
2015,28193,Diesel,'1248 CC',5,5.25
2019,2526,Petrol,'2996 CC',2,83.96
2004,52146,Petrol,0,0,1.93
2013,85000,Diesel,'1950 CC',5,21
2015,20780,Petrol,'1197 CC',5,4.3
2014,43081,Petrol,'1497 CC',7,5.25
2010,35000,Petrol,'4806 CC',5,32
2013,36000,Diesel,'1493 CC',7,3.9
2007,67000,Petrol,'1794 CC',5,2.2
2016,34079,Diesel,'1198 CC',6,3.7
2010,77849,Petrol,'2497 CC',5,11.27
2013,86000,Petrol,'796 CC',5,2.41
2015,110000,Diesel,'1968 CC',5,19
2015,116000,Diesel,'1364 CC',5,5.8
2016,41840,Diesel,'2179 CC',7,13.52
2015,19317,Diesel,'2982 CC',7,24.5
2014,41000,CNG,'1193 CC',5,3.25
2017,25601,Diesel,'2143 CC',5,56.73
2015,83950,Diesel,'1582 CC',5,9.95
2012,60000,Petrol,'1497 CC',5,5.5
2015,50000,Diesel,'1968 CC',5,25
2009,37000,Petrol,'993 CC',5,1
2011,76976,Petrol,'796 CC',5,2.15
2018,21684,Petrol,'1197 CC',5,7.89
2015,62000,Diesel,'2179 CC',7,10.25
2007,1261,Petrol,'1194 CC',5,6
2017,59450,Petrol,'1197 CC',5,7.53
2018,24465,Diesel,'2143 CC',5,39.45
2014,55000,Petrol,'1497 CC',5,5.84
2017,2000,Petrol,'1499 CC',5,8.65
2017,25040,Petrol,'1197 CC',5,7.74
2008,84000,Petrol,'1197 CC',5,2.5
2007,170428,Diesel,'2494 CC',8,5.7
2016,12573,Petrol,'1197 CC',5,5.8
2012,88000,Diesel,'2967 CC',7,36.5
2012,86000,Diesel,'2199 CC',7,9.5
2012,51019,Petrol,'999 CC',5,3.48
2013,45000,Petrol,'1497 CC',5,4.55
2012,51000,Diesel,'1396 CC',5,3.9
2007,92000,Diesel,'2523 CC',7,2.7
2017,29000,Diesel,'2755 CC',7,31
2009,70521,Petrol,'2497 CC',5,10.3
2010,51000,Diesel,'1995 CC',5,7.75
2012,52618,Petrol,'998 CC',5,3.2
2013,68000,Diesel,'1248 CC',7,4.85
2016,29022,Diesel,'1999 CC',5,34.08
2017,80000,Diesel,'1248 CC',7,8.1
2016,78000,Diesel,'1396 CC',5,2.35
2012,100000,Petrol,'998 CC',5,1.8
2015,31412,Petrol,'814 CC',5,3.42
2010,78000,Diesel,'2953 CC',7,5.34
2018,14000,Diesel,'2198 CC',7,31.99
2011,80000,Diesel,'1598 CC',5,4.75
2014,46738,Petrol,'1373 CC',5,6.1
2013,54884,Petrol,'814 CC',5,3.69
2012,74500,Diesel,'1968 CC',5,15
2016,67472,Diesel,'2179 CC',7,14.5
2013,84000,Diesel,'1248 CC',5,5.65
2011,77400,Diesel,'1248 CC',5,2.5
2017,14470,Diesel,'2143 CC',5,38.5
2014,52108,Diesel,'1461 CC',5,5.49
2013,40000,Petrol,'1197 CC',5,3.55
2014,105044,Diesel,'2494 CC',7,10.75
2016,24347,Petrol,'1591 CC',5,11
2014,58000,Diesel,'1248 CC',5,4.5
2014,49663,Diesel,'2179 CC',7,8.42
2017,17000,Petrol,'1497 CC',5,11.6
2016,13418,Diesel,'2179 CC',5,33.63
2008,117080,Diesel,'1399 CC',5,2.25
2010,74000,Petrol,'2497 CC',5,12.95
2010,86514,Diesel,'1248 CC',5,4.25
2014,66882,Diesel,'1968 CC',5,25.02
2014,41460,Petrol,'1198 CC',5,3.95
2011,57000,Petrol,'1497 CC',5,4.4
2015,34010,Petrol,'1198 CC',5,4.95
2010,96813,Diesel,'2179 CC',8,5.5
2011,84000,Petrol,'1497 CC',5,3.25
2013,50004,Petrol,'1598 CC',5,4.02
2016,67995,Diesel,'2179 CC',7,11.73
2012,55000,Diesel,'1896 CC',5,9.5
2017,14900,Petrol,'1197 CC',5,8.6
2013,70961,Diesel,'1498 CC',5,4
2015,40194,Petrol,'1598 CC',5,5.55
2015,96000,Petrol,'796 CC',5,2.5
2017,35000,Diesel,'2993 CC',7,41.6
2015,50000,Petrol,'1497 CC',5,7.41
2014,50000,Diesel,'1461 CC',5,6.5
2008,26299,Petrol,'796 CC',5,1.2
2015,150386,Diesel,'2755 CC',7,23
2012,60000,Diesel,'1396 CC',5,2.74
2013,65000,Diesel,'1399 CC',5,3.9
2017,80000,Diesel,'1248 CC',5,8
2012,92000,Diesel,'1582 CC',5,4
2016,13000,Petrol,'1999 CC',5,17.75
2013,73278,Diesel,'1248 CC',5,5.05
2011,38000,Petrol,'1984 CC',5,12
2016,46936,Diesel,'2143 CC',5,29.6
2015,55000,Diesel,'1461 CC',5,6.5
2014,19000,Petrol,'1198 CC',5,4.75
2016,42259,Diesel,'1984 CC',5,24.36
2011,14000,Petrol,'1197 CC',5,3.2
2016,16956,Petrol,'998 CC',5,3.6
2017,15473,Petrol,'796 CC',5,3.58
2011,75000,Diesel,'1248 CC',5,2.5
2013,96000,Diesel,'1498 CC',5,3.5
2015,25000,Petrol,'2494 CC',5,25
2010,38000,Petrol,'998 CC',5,1.75
2005,54000,Diesel,'2987 CC',5,10
2018,4131,Petrol,'1197 CC',5,7.75
2016,31700,Petrol,'1199 CC',5,6.45
2017,66988,Diesel,'2179 CC',7,10
2014,54230,Petrol,'1198 CC',5,4.5
2015,35000,Petrol,'1197 CC',5,3.4
2010,62714,Petrol,'2362 CC',5,4.5
2015,45295,Petrol,'998 CC',5,4.3
2018,7000,Diesel,'1995 CC',5,46
2016,57000,Petrol,'998 CC',5,3.4
2013,40100,Diesel,'2143 CC',5,14.5
2013,56000,Petrol,'796 CC',5,2.1
2012,15000,Petrol,'1197 CC',5,3.65
2014,14000,Petrol,'1199 CC',5,3
2009,68000,Diesel,'1396 CC',5,3.95
2012,83000,Diesel,'2496 CC',5,6.75
2013,81504,Diesel,'1364 CC',5,6.53
2015,73500,Diesel,'2982 CC',7,22
2013,52900,Petrol,'1598 CC',5,4.75
2017,20000,Petrol,'1198 CC',5,5.99
2011,46000,Petrol,'1198 CC',5,3.05
2010,65000,Petrol,'1198 CC',5,2.4
2007,42000,Petrol,'998 CC',5,1.3
2016,36681,Diesel,'1364 CC',5,6.71
2014,67000,Diesel,'2179 CC',7,7.2
2016,18000,Petrol,'1197 CC',5,5.4
2015,56409,Diesel,'1498 CC',5,6.63
2016,65263,CNG,'1373 CC',7,7.5
2018,20300,Petrol,'1497 CC',5,14.21
2010,45008,Petrol,'1497 CC',5,3
2017,21799,Petrol,'998 CC',5,5.11
2011,57328,Petrol,'1598 CC',5,3.39
2017,35358,Diesel,'2755 CC',7,22.99
2009,46946,Petrol,'1197 CC',5,2.35
2012,39772,Diesel,'1248 CC',5,2.85
2014,58000,Diesel,'1968 CC',5,18.5
2014,52000,Petrol,'1598 CC',5,5.99
2008,152000,Petrol,'1799 CC',5,3
2016,42700,Petrol,'1199 CC',5,3.6
2014,60000,Diesel,'1968 CC',5,24
2015,33195,Petrol,'1197 CC',5,6.26
2010,110000,Diesel,'2755 CC',7,13.7
2016,52000,Diesel,'2143 CC',5,35
2015,64399,Diesel,'1396 CC',5,5.02
2015,55000,Petrol,'1197 CC',5,3.1
2012,50000,Diesel,'1598 CC',5,5.5
2014,33485,Petrol,'1197 CC',5,3.59
2015,32000,Diesel,'1248 CC',5,4.65
2009,71400,Petrol,'1497 CC',5,3.8
2016,41713,Diesel,'1582 CC',5,12.5
2017,46000,Diesel,'1498 CC',5,12.9
2015,52950,Petrol,'796 CC',5,2.35
2015,29500,Petrol,'1197 CC',5,4.15
2012,63888,Diesel,'2987 CC',5,22.58
2016,60000,Petrol,'796 CC',5,2.65
2010,59196,Petrol,'1196 CC',5,2.25
2016,121362,Diesel,'2393 CC',7,16
2013,78000,Diesel,'1995 CC',5,19.5
2015,59000,Diesel,'2199 CC',7,21
2012,95000,Diesel,'1995 CC',5,17.5
2010,84000,Diesel,'1399 CC',5,2.41
2012,58253,Diesel,'1364 CC',5,4.45
2014,64557,Diesel,'2179 CC',5,29.93
2012,24500,Petrol,0,0,2.95
2009,68078,Petrol,'796 CC',5,1.02
2009,149706,Diesel,'2982 CC',7,11
2004,215750,Diesel,'2446 CC',10,3.5
2013,25984,Petrol,'1499 CC',5,5.35
2017,15544,Petrol,'1197 CC',5,5.65
2015,34000,Diesel,'1998 CC',5,22
2013,24000,Petrol,'1591 CC',5,5.95
2011,95000,Diesel,'1399 CC',5,2.35
2014,52000,Diesel,'1498 CC',5,4.1
2012,135000,Diesel,'1461 CC',5,5.4
2017,39000,Diesel,'1498 CC',5,8.45
2013,45306,Diesel,'2993 CC',4,42.5
2010,140000,Diesel,'2755 CC',7,10.75
2010,55000,LPG,'1086 CC',5,1.65
2015,67415,Diesel,'2696 CC',7,11.03
2016,25562,Petrol,'998 CC',5,3.5
2016,30292,Petrol,'1197 CC',5,6.3
2014,84056,Petrol,'999 CC',5,6.75
2017,62691,Diesel,'1248 CC',5,7.5
2013,87000,Diesel,'1968 CC',5,15.5
2015,52513,Petrol,'1198 CC',5,4.65
2016,43983,Petrol,'1499 CC',5,7.58
2013,90121,Petrol,'998 CC',5,2.2
2011,50000,Diesel,'2967 CC',5,21
2011,42500,Diesel,'1968 CC',5,5.25
2016,62192,Diesel,'1248 CC',5,5.22
2011,128000,Diesel,'1461 CC',5,2
2018,38394,Petrol,'1462 CC',5,9.18
2013,37287,Petrol,'624 CC',4,1.74
2011,60000,Petrol,'1497 CC',5,4.45
2017,39419,Petrol,'1196 CC',5,4.95
2014,55000,Diesel,'1396 CC',5,5.64
2016,7000,Petrol,'1499 CC',5,6.9
2011,85000,Diesel,'1968 CC',5,13.95
2013,51000,Diesel,'1995 CC',5,17
2012,90000,Diesel,'2179 CC',7,4.6
2010,105000,Diesel,'2179 CC',8,5.21
2017,36458,Petrol,'1591 CC',5,12.34
2006,109000,Petrol,'1497 CC',5,1.5
2015,49000,Diesel,'1995 CC',5,22.99
2011,8000,Petrol,'3436 CC',2,43
2010,45000,Diesel,'2993 CC',6,40
2008,68000,Petrol,'796 CC',5,1.2
2011,54000,Petrol,'1197 CC',5,2.9
2016,28000,Petrol,'1999 CC',5,13.9
2016,38500,Diesel,'1248 CC',5,7.85
2016,17738,Diesel,'2993 CC',5,54.45
2012,67132,Diesel,'2499 CC',9,4.75
2011,47000,Diesel,'1498 CC',5,3.25
2015,28005,Petrol,'1497 CC',5,7.1
2017,13000,Petrol,'1197 CC',5,4.65
2012,67000,Diesel,'1968 CC',5,5
2015,50000,Petrol,'1197 CC',5,4.95
2014,55000,Diesel,'2179 CC',7,9.8
2019,9312,Diesel,'2987 CC',5,78.8
2015,30458,Petrol,'998 CC',5,2.99
2014,46000,Petrol,'1598 CC',5,4.45
2011,50000,Petrol,'624 CC',4,0.75
2016,36676,CNG,'1197 CC',5,5
2014,72563,Diesel,'1498 CC',5,5
2015,67000,Petrol,0,0,4.7
2015,58239,Petrol,'1999 CC',5,9.69
2015,57934,Diesel,'1248 CC',8,5.5
2017,6500000,Diesel,'2993 CC',5,65
2015,63000,Diesel,'1498 CC',5,5.11
2012,27014,Petrol,'1198 CC',5,2.19
2012,90906,Diesel,'1598 CC',5,4.25
2013,61202,Diesel,'2696 CC',7,14.5
2014,51000,Diesel,'1461 CC',5,5.65
2016,88008,Diesel,'2755 CC',7,22.5
2007,55000,Petrol,0,0,1.75
2004,160000,Petrol,'1794 CC',5,1.5
2012,42591,Petrol,'1197 CC',5,3.2
2012,67000,Diesel,'1396 CC',5,4.5
2014,48000,Diesel,'1498 CC',5,4.5
2014,97000,Diesel,'1582 CC',5,8
2018,10000,Diesel,'2143 CC',5,28.9
2015,56900,Diesel,'1498 CC',5,4.1
2006,74483,Petrol,'999 CC',5,2.3
2017,36152,Petrol,'1197 CC',5,7.22
2014,85512,Diesel,'1248 CC',5,5.8
2013,234000,Diesel,'2489 CC',8,3.5
2013,36000,Diesel,'1498 CC',5,6.35
2015,36096,Diesel,'2179 CC',7,8.85
2010,111111,Petrol,'1199 CC',5,2
2012,73000,Petrol,'1591 CC',5,5.5
2014,44300,Petrol,'1197 CC',5,2.3
2014,74500,Diesel,'1461 CC',5,7.95
2016,21495,Petrol,'1197 CC',5,6.16
2012,59000,Petrol,'1197 CC',5,2.85
2016,23000,Petrol,'1991 CC',5,25
2008,50135,Diesel,'2148 CC',5,10.36
2016,25000,Petrol,'1991 CC',5,26
2013,47000,Diesel,'1582 CC',5,4.35
2016,150000,Diesel,'2489 CC',9,4.5
2015,53503,Diesel,'1248 CC',5,5
2014,47003,Petrol,'1197 CC',5,3.67
2014,80000,Diesel,'2179 CC',7,6
2018,20492,Petrol,'1197 CC',5,6.34
2012,17000,Petrol,'1998 CC',4,22
2006,79000,Petrol,'1794 CC',5,1.67
2014,27000,Petrol,'1798 CC',5,7.95
2018,28786,Petrol,'2393 CC',5,9.74
2011,143354,Diesel,'1997 CC',7,6
2008,56000,Petrol,'1061 CC',0,1.5
2013,21000,Petrol,'1998 CC',4,21.5
2014,29202,CNG,'998 CC',5,3.9
2009,73000,Diesel,'1248 CC',5,2.35
2012,74000,Diesel,'1199 CC',5,2.65
2011,65423,Petrol,'1197 CC',5,3.16
2009,65000,Petrol,'998 CC',5,2.05
2013,83875,CNG,'998 CC',5,2.95
2014,55277,Petrol,'998 CC',5,3.9
2017,50808,Diesel,'1498 CC',7,6.68
2017,52000,Petrol,'814 CC',5,3.5
2017,32000,Petrol,'1598 CC',5,8.11
2017,25000,Diesel,'1248 CC',5,8.3
2016,23218,Diesel,'2143 CC',5,45.61
2010,84000,Diesel,'1968 CC',5,4.45
2017,40000,Diesel,'1248 CC',5,7.85
2011,17000,LPG,'1086 CC',5,3.1
2014,25135,Diesel,'1120 CC',5,3.75
2017,65000,Diesel,'1248 CC',7,7.65
2013,40000,Petrol,'1197 CC',5,4.9
2018,24500,Diesel,'2179 CC',7,16.52
2016,56674,Petrol,'1798 CC',5,14.05
2016,51950,Petrol,'1373 CC',5,6.75
2016,51000,Diesel,'1582 CC',5,9.2
2012,150000,Diesel,'1364 CC',5,3
2008,114750,Petrol,'1497 CC',5,2.75
2016,107890,Diesel,'2198 CC',7,20.5
2012,64000,Diesel,'1396 CC',5,4.25
2016,21460,Petrol,'1497 CC',5,6
2015,29634,Petrol,'1197 CC',5,6
2008,52000,Petrol,'1298 CC',5,2.41
2015,33000,Petrol,'1199 CC',5,7.25
2014,89230,Diesel,'2400 CC',7,23.65
2016,27000,Petrol,'1197 CC',5,6.5
2017,72524,Diesel,'2143 CC',5,18.06
2016,73000,Petrol,'799 CC',5,3.2
2017,21740,Petrol,'1196 CC',5,6.42
2015,59000,Diesel,'2982 CC',7,23
2013,83432,Petrol,'1497 CC',5,5.9
2014,87200,Diesel,'2523 CC',7,7.75
2012,88000,Diesel,'1995 CC',5,15
2017,48324,Diesel,'1248 CC',5,9
2011,51000,Petrol,'1796 CC',5,11.5
2012,24000,Petrol,'1591 CC',5,6.2
2017,20773,Diesel,'1186 CC',5,5.92
2016,22000,Diesel,'1498 CC',5,6.29
2014,66355,Petrol,'1198 CC',5,4.12
2007,115800,Petrol,'2354 CC',5,3.8
2014,41125,Petrol,'1086 CC',5,2.7
2017,43812,Diesel,'2143 CC',5,20.28
2014,69876,Petrol,'1198 CC',5,3.9
2014,102000,Diesel,'2982 CC',7,16.5
2011,68000,Petrol,'1591 CC',5,3.7
2016,12000,Diesel,'2993 CC',4,79
2013,25000,Diesel,'1995 CC',5,17.99
2013,51873,Diesel,'1396 CC',5,3.9
2012,72500,Diesel,'1399 CC',5,3.12
2007,83000,Petrol,'1061 CC',5,1.65
2015,39871,Petrol,'1197 CC',5,3.5
2015,82000,Diesel,'2179 CC',7,4.85
2018,23152,Diesel,'2143 CC',5,39.22
2007,71600,Petrol,'1197 CC',5,2
2010,122000,Diesel,'2982 CC',7,10.45
2016,29277,Petrol,'2494 CC',5,27
2011,60000,Diesel,'1399 CC',5,2.25
2014,42000,Petrol,'1197 CC',5,3.45
2016,61823,Petrol,'1197 CC',5,6.14
2012,53000,LPG,'1086 CC',5,2.85
2015,75000,CNG,'1193 CC',5,3.25
2011,110000,Diesel,'1248 CC',5,4
2010,38446,Petrol,'1497 CC',5,2.59
2017,33000,Diesel,'1248 CC',5,6.96
2011,42118,Petrol,'1197 CC',5,2.19
2016,70000,Petrol,'814 CC',5,3
2012,68038,Diesel,'1498 CC',5,3.6
2014,55012,Diesel,'936 CC',5,3.7
2013,55000,Diesel,'1995 CC',5,21.75
2017,25000,Diesel,'2143 CC',5,45
2011,46808,Petrol,'998 CC',5,3.19
2015,65743,Petrol,'1197 CC',5,6.2
2013,64466,Petrol,'1086 CC',5,3.96
2009,75648,Diesel,'1405 CC',5,0.82
2016,80000,Diesel,'1248 CC',5,4.5
2017,69000,Diesel,'1186 CC',5,3.55
2014,79200,Diesel,'1461 CC',5,5.5
2016,29477,Petrol,'1591 CC',5,10.25
2017,40000,Diesel,'2755 CC',7,30
2014,25000,Petrol,'1197 CC',5,3.5
2014,67668,Diesel,'1461 CC',5,3.1
2010,78000,Petrol,'1198 CC',5,3.25
2017,30000,Diesel,'1498 CC',5,8.99
2015,70623,Petrol,'1598 CC',5,3.99
2015,54000,Diesel,'1461 CC',5,6
2015,48000,Diesel,'1968 CC',5,18.25
2012,62000,Diesel,'2494 CC',7,7.75
2017,47000,Petrol,'1193 CC',5,4.5
2014,171000,Diesel,'2982 CC',7,16.75
2012,108000,Diesel,'1995 CC',5,17.5
2016,41000,Diesel,'1598 CC',5,7.7
2012,66000,Petrol,'1497 CC',5,4.45
2015,144000,Diesel,'1248 CC',5,5.25
2017,23806,Diesel,'1995 CC',5,33.66
2013,89000,Petrol,'1198 CC',5,2.8
2018,38852,Petrol,'1197 CC',5,8.47
2018,68737,Diesel,'1248 CC',5,9.32
2017,23106,Diesel,'2143 CC',5,27.43
2015,31250,Diesel,'1498 CC',7,6.5
2014,77795,Diesel,'2494 CC',8,9.5
2015,47759,Diesel,'2993 CC',5,31.8
2013,67620,Petrol,'1496 CC',5,4.2
2013,44378,Diesel,'936 CC',5,3.85
2012,64709,Petrol,'2354 CC',5,6
2007,76161,Petrol,'796 CC',5,1.65
2013,58410,Diesel,'1968 CC',5,14.5
2011,72000,Diesel,'2494 CC',7,7.1
2016,11000,Diesel,'1968 CC',5,28
2017,45362,Diesel,'1248 CC',5,9.38
2016,59767,Petrol,'1197 CC',5,4.78
2003,70000,Petrol,'1794 CC',5,1.7
2019,14233,Diesel,'2179 CC',7,17.85
2010,72000,Petrol,'1197 CC',5,2.75
2014,11000,Petrol,'1591 CC',5,5.95
2011,39000,Petrol,'796 CC',5,1.5
2019,19855,Petrol,'796 CC',5,3.8
2017,20149,Diesel,'2143 CC',5,38.5
2011,70000,Petrol,'1086 CC',5,2.15
2010,62004,Petrol,'1798 CC',5,3.75
2016,25500,Diesel,'1498 CC',5,8.95
2013,68800,Diesel,'1248 CC',5,5
2010,61700,Petrol,'1799 CC',5,2.95
2010,59660,Petrol,'1995 CC',5,10.49
2007,69775,Petrol,'1086 CC',5,1.85
2016,51787,Diesel,'1248 CC',5,6.45
2009,88000,Petrol,'2354 CC',5,5.25
2014,47052,Diesel,'1248 CC',7,5.99
2015,69749,Diesel,'1388 CC',5,3.82
2012,79000,Diesel,'2967 CC',7,39
2016,39644,Diesel,'1968 CC',5,25.75
2012,137800,Diesel,'1248 CC',5,2.2
2008,120000,Diesel,'1493 CC',5,2
2018,11000,Diesel,'1950 CC',5,56.5
2014,18600,Diesel,'1995 CC',5,21
2014,116905,Diesel,'1120 CC',5,4
2011,32824,Petrol,'1197 CC',5,3.83
2016,19148,Petrol,'1197 CC',5,5.89
2010,35008,Petrol,'1086 CC',5,1.36
2013,21000,Diesel,'2993 CC',4,44
2014,53000,CNG,'1586 CC',5,3.26
2016,36000,Petrol,'1396 CC',5,8
2012,56121,Diesel,'1248 CC',5,4.25
2018,30000,Diesel,'1248 CC',5,6
2016,31021,Diesel,'1968 CC',5,16.61
2013,52600,Diesel,'1461 CC',5,7.26
2005,60000,Diesel,'2179 CC',8,4
2016,44001,Diesel,'1995 CC',5,34.51
2003,101000,Petrol,'1061 CC',5,0.95
2007,84169,Petrol,'1061 CC',5,2.2
2017,14001,Petrol,'1197 CC',5,5.75
2005,100000,CNG,'1086 CC',5,1.2
2016,59000,Diesel,'2993 CC',7,36.75
2009,29000,Petrol,'1796 CC',5,10
2014,64158,Diesel,0,0,17.89
2012,38800,Diesel,'1461 CC',5,4.05
2011,98000,Diesel,'2967 CC',7,22
2017,20969,Diesel,'2143 CC',5,27.87
2018,2900,Diesel,'1248 CC',5,8.75
2016,69000,Diesel,'1248 CC',5,4.79
2018,5833,Diesel,'1498 CC',5,11.92
2016,28733,Diesel,'2967 CC',7,53.11
2006,145000,Petrol,'998 CC',5,1.15
2014,71000,Diesel,'1498 CC',5,7.45
